,jobId,workType,year
280,38702874,Contract/Temp,2019
281,38704207,Contract/Temp,2019
282,38706970,Full Time,2019
283,38707083,Contract/Temp,2019
284,38707473,Contract/Temp,2019
285,38708722,Contract/Temp,2019
286,38709784,Contract/Temp,2019
287,38710913,Full Time,2019
288,38710980,Full Time,2019
289,38711931,Contract/Temp,2019
290,38715031,Contract/Temp,2019
291,38715500,Contract/Temp,2019
292,38718897,Contract/Temp,2019
293,38719373,Contract/Temp,2019
294,38719428,Contract/Temp,2019
295,38721871,Full Time,2019
296,38722126,Full Time,2019
297,38725000,Full Time,2019
298,38729084,Full Time,2019
299,38735235,Contract/Temp,2019
300,38736094,Full Time,2019
301,38736412,Full Time,2019
302,38736413,Full Time,2019
303,38736414,Full Time,2019
304,38736952,Full Time,2019
305,38739169,Full Time,2019
306,38741831,Full Time,2019
307,38744632,Contract/Temp,2019
308,38744785,Full Time,2019
309,38746607,Contract/Temp,2019
310,38749804,Full Time,2019
311,38749967,Full Time,2019
312,38750108,Contract/Temp,2019
313,38750307,Full Time,2019
314,38750624,Full Time,2019
315,38752630,Full Time,2019
316,38752749,Full Time,2019
317,38756852,Full Time,2019
318,38758986,Full Time,2019
319,38760432,Full Time,2019
320,38762470,Full Time,2019
321,38764886,Full Time,2019
322,38766803,Full Time,2019
323,38767227,Contract/Temp,2019
324,38767887,Full Time,2019
325,38768173,Full Time,2019
326,38770092,Full Time,2019
327,38770787,Contract/Temp,2019
328,38774798,Full Time,2019
329,38777022,Full Time,2019
330,38789722,Full Time,2019
331,38795577,Full Time,2019
332,38796138,Full Time,2019
333,38796139,Full Time,2019
334,38796140,Full Time,2019
335,38796392,Full Time,2019
336,38798441,Full Time,2019
337,38798970,Full Time,2019
338,38799031,Full Time,2019
339,38803844,Full Time,2019
340,38804349,Contract/Temp,2019
341,38805430,Full Time,2019
342,38805721,Full Time,2019
343,38805741,Full Time,2019
344,38805840,Full Time,2019
345,38808767,Contract/Temp,2019
346,38815307,Full Time,2019
347,38817802,Contract/Temp,2019
348,38818174,Contract/Temp,2019
349,38818195,Contract/Temp,2019
350,38818833,Full Time,2019
351,38828933,Full Time,2019
352,38829396,Full Time,2019
353,38830644,Full Time,2019
354,38830645,Full Time,2019
355,38830649,Full Time,2019
356,38831823,Contract/Temp,2019
357,38835912,Contract/Temp,2019
358,38838937,Contract/Temp,2019
359,38839338,Contract/Temp,2019
360,38839410,Contract/Temp,2019
361,38839638,Full Time,2019
362,38847502,Full Time,2019
363,38848619,Full Time,2019
364,38849034,Full Time,2019
365,38849329,Full Time,2019
366,38851805,Full Time,2019
367,38852611,Full Time,2019
368,38852613,Full Time,2019
369,38853850,Full Time,2019
370,38855545,Full Time,2019
371,38855864,Full Time,2019
372,38857057,Full Time,2019
373,38861824,Full Time,2019
374,38866965,Full Time,2019
375,38867666,Contract/Temp,2019
376,38868348,Full Time,2019
377,38869070,Full Time,2019
378,38869528,Full Time,2019
379,38873206,Full Time,2019
380,38874128,Full Time,2019
381,38874136,Full Time,2019
382,38875704,Full Time,2019
383,38876502,Full Time,2019
384,38879547,Full Time,2019
385,38882017,Contract/Temp,2019
386,38883306,Full Time,2019
387,38885317,Full Time,2019
388,38885501,Contract/Temp,2019
389,38886857,Contract/Temp,2019
390,38886867,Contract/Temp,2019
391,38890886,Full Time,2019
392,38892320,Full Time,2019
393,38893132,Full Time,2019
394,38893158,Full Time,2019
395,38894337,Full Time,2019
396,38897424,Full Time,2019
397,38897816,Full Time,2019
398,38899737,Full Time,2019
399,38899756,Full Time,2019
400,38899771,Full Time,2019
401,38906778,Full Time,2019
402,38906779,Full Time,2019
403,38908453,Full Time,2019
404,38909696,Contract/Temp,2019
405,38909870,Contract/Temp,2019
406,38911655,Full Time,2019
407,38915192,Contract/Temp,2019
408,38915484,Full Time,2019
409,38915564,Contract/Temp,2019
410,38916319,Full Time,2019
411,38916532,Full Time,2019
412,38917657,Full Time,2019
413,38919426,Full Time,2019
414,38919636,Full Time,2019
415,38920351,Contract/Temp,2019
416,38921056,Full Time,2019
417,38921061,Full Time,2019
418,38921156,Full Time,2019
419,38921171,Full Time,2019
420,38922397,Contract/Temp,2019
421,38924510,Contract/Temp,2019
422,38924593,Contract/Temp,2019
423,38930195,Full Time,2019
424,38931338,Full Time,2019
425,38931350,Full Time,2019
426,38933178,Contract/Temp,2019
427,38933283,Contract/Temp,2019
428,38935316,Contract/Temp,2019
429,38938066,Full Time,2019
430,38941227,Full Time,2019
431,38941355,Full Time,2019
432,38941420,Full Time,2019
433,38942546,Full Time,2019
434,38942590,Full Time,2019
435,38950066,Full Time,2019
436,38950559,Full Time,2019
437,38951001,Full Time,2019
438,38951002,Full Time,2019
439,38953775,Contract/Temp,2019
440,38953810,Full Time,2019
441,38961336,Full Time,2019
442,38964236,Full Time,2019
443,38964237,Full Time,2019
444,38964238,Full Time,2019
445,38965296,Contract/Temp,2019
446,38965720,Contract/Temp,2019
447,38965945,Full Time,2019
448,38966918,Full Time,2019
449,38971245,Full Time,2019
450,38979354,Full Time,2019
451,38985921,Full Time,2019
452,38986941,Full Time,2019
453,38989528,Contract/Temp,2019
454,38989654,Full Time,2019
455,38991456,Full Time,2019
456,38992181,Contract/Temp,2019
457,38993976,Full Time,2019
458,38994117,Full Time,2019
459,38994813,Contract/Temp,2019
460,38995013,Full Time,2019
461,38996533,Full Time,2019
462,38996877,Full Time,2019
463,39001289,Contract/Temp,2019
464,39003239,Contract/Temp,2019
465,39004454,Full Time,2019
466,39009648,Full Time,2019
467,39009709,Contract/Temp,2019
468,39009765,Contract/Temp,2019
469,39010229,Full Time,2019
470,39012210,Full Time,2019
471,39012654,Full Time,2019
472,39019961,Contract/Temp,2019
473,39022830,Full Time,2019
474,39023094,Full Time,2019
475,39024726,Full Time,2019
476,39026098,Full Time,2019
477,39029403,Contract/Temp,2019
478,39030781,Full Time,2019
479,39030873,Full Time,2019
480,39033721,Full Time,2019
481,39033790,Full Time,2019
482,39036850,Contract/Temp,2019
483,39046542,Contract/Temp,2019
484,39046572,Contract/Temp,2019
485,39051862,Full Time,2019
486,39054569,Full Time,2019
487,39055489,Full Time,2019
488,39057225,Contract/Temp,2019
489,39057470,Full Time,2019
490,39061543,Full Time,2019
491,39061551,Full Time,2019
492,39069504,Full Time,2019
493,39071671,Full Time,2019
494,39071858,Full Time,2019
495,39074357,Full Time,2019
496,39075857,Full Time,2019
497,39083043,Contract/Temp,2019
498,39084774,Full Time,2019
499,39086749,Contract/Temp,2019
500,39088044,Full Time,2019
501,39088240,Full Time,2019
502,39092609,Full Time,2019
503,39096402,Full Time,2019
504,39099697,Contract/Temp,2019
505,39102215,Full Time,2019
506,39102266,Full Time,2019
507,39103908,Full Time,2019
508,39104457,Full Time,2019
509,39111458,Contract/Temp,2019
510,39111682,Full Time,2019
511,39112990,Contract/Temp,2019
512,39116037,Full Time,2019
513,39116166,Full Time,2019
514,39116453,Full Time,2019
515,39118700,Contract/Temp,2019
516,39125717,Full Time,2019
517,39126288,Full Time,2019
518,39126609,Full Time,2019
519,39134074,Full Time,2019
520,39140141,Contract/Temp,2019
521,39140204,Contract/Temp,2019
522,39140229,Contract/Temp,2019
523,39140305,Contract/Temp,2019
524,39140322,Contract/Temp,2019
525,39140585,Full Time,2019
526,39140937,Contract/Temp,2019
527,39141068,Contract/Temp,2019
528,39141434,Full Time,2019
529,39141490,Full Time,2019
530,39142029,Contract/Temp,2019
531,39142169,Contract/Temp,2019
532,39142189,Contract/Temp,2019
533,39142224,Casual/Vacation,2019
534,39142341,Contract/Temp,2019
535,39142342,Contract/Temp,2019
536,39142599,Full Time,2019
537,39143877,Full Time,2019
538,39144208,Contract/Temp,2019
539,39144294,Contract/Temp,2019
540,39144344,Contract/Temp,2019
541,39144701,Contract/Temp,2019
542,39144969,Full Time,2019
543,39145155,Contract/Temp,2019
544,39145309,Full Time,2019
545,39145310,Full Time,2019
546,39145517,Contract/Temp,2019
547,39145623,Contract/Temp,2019
548,39145625,Contract/Temp,2019
549,39145632,Contract/Temp,2019
550,39145656,Contract/Temp,2019
551,39147769,Contract/Temp,2019
552,39147918,Full Time,2019
553,39148453,Contract/Temp,2019
554,39149308,Contract/Temp,2019
555,39150122,Contract/Temp,2019
556,39150236,Contract/Temp,2019
557,39150812,Full Time,2019
558,39152884,Full Time,2019
559,39153584,Contract/Temp,2019
560,39154386,Contract/Temp,2019
561,39154780,Full Time,2019
562,39154922,Full Time,2019
563,39155311,Contract/Temp,2019
564,39155479,Full Time,2019
565,39155701,Contract/Temp,2019
566,39156336,Contract/Temp,2019
567,39157947,Contract/Temp,2019
568,39157949,Contract/Temp,2019
569,39158078,Full Time,2019
570,39158413,Full Time,2019
571,39158585,Contract/Temp,2019
572,39159087,Full Time,2019
573,39161483,Full Time,2019
574,39162694,Contract/Temp,2019
575,39166001,Full Time,2019
576,39166512,Contract/Temp,2019
577,39167724,Full Time,2019
578,39172106,Full Time,2019
579,39176334,Full Time,2019
580,39177105,Full Time,2019
581,39177129,Full Time,2019
582,39177271,Full Time,2019
583,39178317,Full Time,2019
584,39179784,Full Time,2019
585,39180309,Full Time,2019
586,39180838,Full Time,2019
587,39183793,Contract/Temp,2019
588,39183848,Contract/Temp,2019
589,39183880,Contract/Temp,2019
590,39186678,Full Time,2019
591,39186687,Full Time,2019
592,39186741,Full Time,2019
593,39186804,Full Time,2019
594,39187963,Full Time,2019
595,39190118,Full Time,2019
596,39191884,Full Time,2019
597,39191925,Contract/Temp,2019
598,39192458,Full Time,2019
599,39196114,Full Time,2019
600,39196324,Full Time,2019
601,39197077,Full Time,2019
602,39197483,Full Time,2019
603,39203940,Contract/Temp,2019
604,39204161,Contract/Temp,2019
605,39204776,Contract/Temp,2019
606,39205273,Contract/Temp,2019
607,39205446,Full Time,2019
608,39205889,Full Time,2019
609,39206086,Full Time,2019
610,39206094,Contract/Temp,2019
611,39209298,Full Time,2019
612,39209308,Contract/Temp,2019
613,39212407,Contract/Temp,2019
614,39212408,Contract/Temp,2019
615,39212411,Contract/Temp,2019
616,39216053,Full Time,2019
617,39218629,Full Time,2019
618,39219125,Contract/Temp,2019
619,39219128,Contract/Temp,2019
620,39219210,Contract/Temp,2019
621,39219879,Contract/Temp,2019
622,39219942,Contract/Temp,2019
623,39221007,Contract/Temp,2019
624,39221071,Contract/Temp,2019
625,39221805,Contract/Temp,2019
626,39223406,Full Time,2019
627,39223820,Full Time,2019
628,39224003,Contract/Temp,2019
629,39224036,Contract/Temp,2019
630,39224041,Contract/Temp,2019
631,39227431,Full Time,2019
632,39229533,Contract/Temp,2019
633,39230754,Full Time,2019
634,39232719,Full Time,2019
635,39236060,Full Time,2019
636,39240169,Full Time,2019
637,39241688,Full Time,2019
638,39245444,Full Time,2019
639,39245501,Full Time,2019
640,39248641,Full Time,2019
641,39252322,Full Time,2019
642,39252326,Full Time,2019
643,39254224,Contract/Temp,2019
644,39254526,Contract/Temp,2019
645,39254528,Contract/Temp,2019
646,39254545,Contract/Temp,2019
647,39255228,Full Time,2019
648,39255303,Full Time,2019
649,39260102,Full Time,2019
650,39262220,Full Time,2019
651,39266120,Contract/Temp,2019
652,39268236,Full Time,2019
653,39268326,Contract/Temp,2019
654,39270155,Contract/Temp,2019
655,39275873,Full Time,2019
656,39277503,Full Time,2019
657,39278239,Full Time,2019
658,39282251,Full Time,2019
659,39288310,Contract/Temp,2019
660,39291074,Full Time,2019
661,39291207,Full Time,2019
662,39291438,Full Time,2019
663,39291787,Full Time,2019
664,39291788,Full Time,2019
665,39291789,Full Time,2019
666,39292299,Full Time,2019
667,39292384,Contract/Temp,2019
668,39292682,Full Time,2019
669,39292897,Full Time,2019
670,39294524,Full Time,2019
671,39295252,Full Time,2019
672,39296567,Full Time,2019
673,39298706,Full Time,2019
674,39302051,Contract/Temp,2019
675,39302916,Full Time,2019
676,39308447,Full Time,2019
677,39310230,Full Time,2019
678,39310483,Full Time,2019
679,39315659,Contract/Temp,2019
680,39316966,Full Time,2019
681,39317492,Full Time,2019
682,39320277,Full Time,2019
683,39320844,Full Time,2019
684,39322804,Full Time,2019
685,39324746,Contract/Temp,2019
686,39329480,Full Time,2019
687,39330738,Full Time,2019
688,39342760,Full Time,2019
689,39347283,Full Time,2019
690,39351401,Full Time,2019
691,39351643,Full Time,2019
692,39352603,Full Time,2019
693,39353101,Contract/Temp,2019
694,39353950,Full Time,2019
695,39357960,Full Time,2019
696,39359556,Full Time,2019
697,39360011,Full Time,2019
698,39362977,Full Time,2019
699,39364101,Full Time,2019
700,39365437,Full Time,2019
701,39368506,Contract/Temp,2019
702,39371825,Full Time,2019
703,39372682,Full Time,2019
704,39372903,Contract/Temp,2019
705,39372927,Contract/Temp,2019
706,39372972,Full Time,2019
707,39373284,Full Time,2019
708,39374197,Full Time,2019
709,39377012,Full Time,2019
710,39382265,Full Time,2019
711,39386725,Full Time,2019
712,39388340,Full Time,2019
713,39388606,Contract/Temp,2019
714,39391818,Full Time,2019
715,39400798,Contract/Temp,2019
716,39402583,Full Time,2019
717,39402734,Full Time,2019
718,39403274,Full Time,2019
719,39410828,Contract/Temp,2019
720,39413439,Full Time,2019
721,39414041,Full Time,2019
722,39414055,Full Time,2019
723,39414056,Full Time,2019
724,39421100,Full Time,2019
725,39424514,Full Time,2019
726,39424515,Full Time,2019
727,39427602,Contract/Temp,2019
728,39428384,Full Time,2019
729,39433699,Full Time,2019
730,39435417,Full Time,2019
731,39435522,Full Time,2019
732,39438096,Full Time,2019
733,39438979,Full Time,2019
734,39440603,Full Time,2019
735,39441014,Full Time,2019
736,39443104,Full Time,2019
737,39443418,Contract/Temp,2019
738,39443952,Contract/Temp,2019
739,39450245,Full Time,2019
740,39450246,Full Time,2019
741,39450247,Full Time,2019
742,39450248,Full Time,2019
743,39454733,Full Time,2019
744,39454967,Full Time,2019
745,39455260,Full Time,2019
746,39458124,Full Time,2019
747,39462282,Contract/Temp,2019
748,39462317,Contract/Temp,2019
749,39462327,Contract/Temp,2019
750,39464141,Full Time,2019
751,39464148,Contract/Temp,2019
752,39470051,Full Time,2019
753,39471655,Full Time,2019
754,39476345,Contract/Temp,2019
755,39479722,Full Time,2019
756,39486348,Full Time,2019
757,39486485,Contract/Temp,2019
758,39487481,Full Time,2019
759,39487835,Full Time,2019
760,39490627,Contract/Temp,2019
761,39493101,Full Time,2019
762,39499015,Contract/Temp,2019
763,39502400,Full Time,2019
764,39504971,Full Time,2019
765,39505011,Full Time,2019
766,39506145,Contract/Temp,2019
767,39510597,Full Time,2019
768,39511376,Full Time,2019
769,39512167,Full Time,2019
770,39514228,Full Time,2019
771,39516156,Contract/Temp,2019
772,39522619,Full Time,2019
773,39526651,Full Time,2019
774,39526953,Full Time,2019
775,39527902,Full Time,2019
776,39528038,Full Time,2019
777,39530400,Full Time,2019
778,39532015,Full Time,2019
779,39534780,Full Time,2019
780,39539616,Full Time,2019
781,39540960,Full Time,2019
782,39541036,Full Time,2019
783,39541442,Full Time,2019
784,39546289,Full Time,2019
785,39547287,Full Time,2019
786,39547865,Contract/Temp,2019
787,39547958,Full Time,2019
788,39548265,Full Time,2019
789,39552271,Full Time,2019
790,39552760,Full Time,2019
791,39554259,Full Time,2019
792,39554532,Full Time,2019
793,39555876,Full Time,2019
794,39555877,Full Time,2019
795,39561937,Full Time,2019
796,39566918,Full Time,2019
797,39579171,Full Time,2019
798,39579517,Full Time,2019
799,39581453,Full Time,2019
800,39582387,Full Time,2019
801,39582950,Full Time,2019
802,39588910,Contract/Temp,2019
803,39589319,Full Time,2019
804,39594690,Full Time,2019
805,39595029,Full Time,2019
806,39597982,Contract/Temp,2019
807,39604478,Full Time,2019
808,39608595,Full Time,2019
809,39609811,Full Time,2019
810,39610260,Full Time,2019
811,39610701,Contract/Temp,2019
812,39611970,Full Time,2019
813,39618050,Full Time,2019
814,39618066,Full Time,2019
815,39618787,Full Time,2019
816,39623591,Full Time,2019
817,39625838,Full Time,2019
818,39632338,Full Time,2019
819,39633287,Contract/Temp,2019
820,39633381,Contract/Temp,2019
821,39636499,Full Time,2019
822,39637531,Full Time,2019
823,39639171,Full Time,2019
824,39641804,Contract/Temp,2019
825,39646460,Full Time,2019
826,39647567,Full Time,2019
827,39649593,Full Time,2019
828,39655904,Full Time,2019
829,39658326,Full Time,2019
830,39662401,Contract/Temp,2019
831,39662563,Contract/Temp,2019
832,39663151,Contract/Temp,2019
833,39663335,Contract/Temp,2019
834,39663471,Contract/Temp,2019
835,39667077,Contract/Temp,2019
836,39670361,Full Time,2019
837,39671892,Full Time,2019
838,39679266,Full Time,2019
839,39679967,Full Time,2019
840,39687245,Full Time,2019
841,39688562,Full Time,2019
842,39689196,Full Time,2019
843,39694821,Full Time,2019
844,39694822,Full Time,2019
845,39695678,Full Time,2019
846,39698445,Full Time,2019
847,39705237,Contract/Temp,2019
848,39705392,Full Time,2019
849,39705397,Full Time,2019
850,39708791,Full Time,2019
851,39709962,Contract/Temp,2019
852,39714828,Full Time,2019
853,39715110,Full Time,2019
854,39715111,Full Time,2019
855,39715761,Contract/Temp,2019
856,39716585,Contract/Temp,2019
857,39718591,Full Time,2019
858,39719426,Full Time,2019
859,39721130,Full Time,2019
860,39722404,Full Time,2019
861,39722544,Full Time,2019
862,39722545,Full Time,2019
863,39722844,Contract/Temp,2019
864,39724164,Contract/Temp,2019
865,39724757,Full Time,2019
866,39725532,Full Time,2019
867,39726579,Full Time,2019
868,39727047,Full Time,2019
869,39727647,Full Time,2019
870,39727665,Full Time,2019
871,39728226,Full Time,2019
872,39728543,Full Time,2019
873,39734886,Full Time,2019
874,39735894,Full Time,2019
875,39737771,Full Time,2019
876,39742244,Full Time,2019
877,39744582,Full Time,2019
878,39746982,Full Time,2019
879,39747671,Full Time,2019
880,39748267,Full Time,2019
881,39748473,Full Time,2019
882,39749523,Full Time,2019
883,39749532,Full Time,2019
884,39749542,Full Time,2019
885,39749671,Full Time,2019
886,39752337,Full Time,2019
887,39752938,Full Time,2019
888,39764688,Full Time,2019
889,39767681,Full Time,2019
890,39772369,Full Time,2019
891,39773596,Full Time,2019
892,39773731,Contract/Temp,2019
893,39777067,Full Time,2019
894,39777806,Contract/Temp,2019
895,39783711,Full Time,2019
896,39784320,Full Time,2019
897,39788340,Full Time,2019
898,39789450,Full Time,2019
899,39791917,Full Time,2019
900,39792182,Full Time,2019
901,39792333,Full Time,2019
902,39798278,Full Time,2019
903,39799572,Full Time,2019
904,39806316,Full Time,2019
905,39808480,Contract/Temp,2019
906,39808661,Contract/Temp,2019
907,39809970,Full Time,2019
908,39812212,Contract/Temp,2019
909,39813042,Contract/Temp,2019
910,39814844,Contract/Temp,2019
911,39815654,Full Time,2019
912,39818511,Full Time,2019
913,39822769,Full Time,2019
914,39824008,Full Time,2019
915,39827186,Full Time,2019
916,39827861,Full Time,2019
917,39828488,Full Time,2019
918,39829827,Full Time,2019
919,39829828,Full Time,2019
920,39831418,Contract/Temp,2019
921,39831850,Full Time,2019
922,39835014,Full Time,2019
923,39839274,Contract/Temp,2019
924,39845243,Full Time,2019
925,39846386,Full Time,2019
926,39846748,Contract/Temp,2019
927,39848926,Full Time,2019
928,39849654,Full Time,2019
929,39857207,Full Time,2019
930,39858903,Full Time,2019
931,39859094,Full Time,2019
932,39861706,Full Time,2019
933,39866010,Contract/Temp,2019
934,39866018,Full Time,2019
935,39866680,Full Time,2019
936,39866779,Contract/Temp,2019
937,39866895,Contract/Temp,2019
